term,estimate,std.error,statistic,p.value,efecto_pct,signif
ar1,0.2908795698702521,0.0854211836333953,3.4052392802074576,8.709395943086075e-4,NA,***
descuento_medio,1.5842709167755034,0.8065618767415571,1.964227373572163,0.051557932601058266,387.57352655299115,*
share_emailer,0.5777331423901781,0.2542772511365081,2.2720598866314767,0.024663870458952766,78.19943213837088,**
share_home,1.234141044342908,0.5051167462709076,2.4432788131736283,0.015846071923755346,243.54263740865693,**
n_items,3.6012144414395385e-4,1.2175158630194302e-4,2.9578377997544556,0.0036588237463693386,0.03601862956557067,***
sem62,-0.6530944048828129,0.10567652100345946,-6.180127796423512,7.083280211397107e-9,-47.95671474323705,***
intercept,12.21445049287642,0.2815043085615076,43.389923782312586,3.72134485587787e-81,NA,***
