term,estimate,delta_p25_p75,efecto_pct,p.value
descuento_medio,1.5842709167755034,0.02099548688132026,3.3821922447132335,0.051557932601058266
share_emailer,0.5777331423901781,0.06780908047780837,3.995303465398714,0.024663870458952766
share_home,1.234141044342908,0.041604145038159665,5.268641050049827,0.015846071923755346
